"N","Author","Year","Phase1.m.ori","Phase1.m","Experimental.setting","rr","var","hop_code","hop_score","provenance_confidence","decisive_basis","inherited_rule_id","coder"
"3278","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.737878058","0.029683581","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3279","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.504666815","0.030205605","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3280","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.526210052","0.02076637","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3281","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.195761557","0.021868794","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3282","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.297343983","0.068444099","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3283","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.014615134","0.061987751","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3284","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.601884742","0.074784416","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3285","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.124332627","0.037637792","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3286","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.319923671","0.040356358","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3287","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.130506606","0.070590395","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3288","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.512857887","0.04678786","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3289","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.059569881","0.023819727","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3290","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.64423565","0.059527642","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3291","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.328124533","0.091939799","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3292","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.485850072","0.087663653","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3293","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.077767818","0.102512081","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3294","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.722800238","0.067649946","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3295","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.190494603","0.114786031","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3296","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.470083092","0.132485076","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3297","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.350202429","0.012858315","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3298","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.425603088","0.04554142","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3299","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.028912954","0.165274984","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3300","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.453013318","0.086303083","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3301","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.051293294","0.232172053","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3302","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.0461949","0.030921562","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3303","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.422030125","0.016036948","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3304","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.597781872","0.079499093","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3305","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.009101314","0.120443129","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3306","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.275088203","0.0346413","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3307","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.295070498","0.046272664","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3308","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.147354921","0.082660301","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3309","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.034505371","0.050816493","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3310","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.286012026","0.036839384","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3311","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.125517973","0.026975944","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3312","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-1.074810496","0.449509232","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3313","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.28006537","0.05435312","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3314","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.121088387","0.053310288","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3315","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.15737753","0.035635894","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3316","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.805648622","0.080877061","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3317","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.076055449","0.01042927","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3318","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.081966226","0.069193721","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3319","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.189224663","0.049683048","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3320","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.467105277","0.099183323","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3321","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.208528339","0.031465166","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3322","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.588692399","0.065833631","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3323","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.205662386","0.060525846","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3324","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.045248304","0.064141086","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3325","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.145933313","0.090296251","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3326","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.010739278","0.098686569","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3327","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.50820095","0.020289621","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3328","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.073902179","0.174895941","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3329","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.02992038","0.037419028","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3330","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.452653196","0.072825995","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3331","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.735104398","0.061726539","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3332","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.189541805","0.057174764","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3333","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.061946407","0.074637204","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3334","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.258575442","0.0611095","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3335","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.071523688","0.088298027","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3336","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.081855945","0.055574257","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3337","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.109509514","0.031428701","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3338","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.332963931","0.079076911","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3339","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","-0.269544413","0.108448231","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3340","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.481710686","0.150371772","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"3341","Vink et al. 2017","2017","33","Greenhouse","Greenhouse","0.019090978","0.04436925","HU","","low","F.H=Greenhouse; Phase1.m.ori=33 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
